Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Sequence_Type,Nuc_Completeness,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
GQ293104,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.-W., Cook,J.A., Yanagihara,R.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-07-01T00:00:00Z,MSB95363,Seewis orhtohantavirus,Orthohantavirus,324,GenBank,partial,L,,Hungary,Hungary,,Sorex araneus,"liver, abdominal cavity",1997-07
GQ293105,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.-W., Cook,J.A., Yanagihara,R.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-07-01T00:00:00Z,MSB95469,Seewis orhtohantavirus,Orthohantavirus,386,GenBank,partial,L,,Hungary,Hungary,,Sorex araneus,"liver, abdominal cavity",1997-07
GU300135,Orthohantavirus tulaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus tulaense,Orthohantavirus,701,GenBank,partial,S,1,Germany: Goettingen,Germany,,Microtus arvalis,,
GU300136,Orthohantavirus tulaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus tulaense,Orthohantavirus,701,GenBank,partial,S,1,Germany: Goettingen,Germany,,Microtus arvalis,,
GU300137,Orthohantavirus tulaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus tulaense,Orthohantavirus,701,GenBank,partial,S,1,Germany: Goettingen,Germany,,Microtus arvalis,,
GU300138,Orthohantavirus puumalaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus puumalaense,Orthohantavirus,711,GenBank,partial,S,1,Germany: Sennickerode,Germany,,Myodes glareolus,,
GU300139,Orthohantavirus puumalaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus puumalaense,Orthohantavirus,711,GenBank,partial,S,1,Germany: Sennickerode,Germany,,Myodes glareolus,,
GU300140,Orthohantavirus puumalaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus puumalaense,Orthohantavirus,711,GenBank,partial,S,1,Germany: Sennickerode,Germany,,Myodes glareolus,,
GU300141,Orthohantavirus puumalaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus puumalaense,Orthohantavirus,711,GenBank,partial,S,1,Germany: Sennickerode,Germany,,Myodes glareolus,,
GU300142,Orthohantavirus puumalaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus puumalaense,Orthohantavirus,711,GenBank,partial,S,1,Germany: Sennickerode,Germany,,Myodes glareolus,,
GU300143,Orthohantavirus puumalaense,"Mertens,M., Essbauer,S.S., Rang,A., Schroder,J., Splettstoesser,W.D., Kretzschmar,C., Kruger,D.H., Groschup,M.H., Matz-Rensing,K., Ulrich,R.G., Schroeder,J., Krueger,D.H., Maetz-Reising,K.","Bundeswehr Institute of Microbiology, Virology-Rickettsiology",Germany,2010-07-01T00:00:00Z,,Orthohantavirus puumalaense,Orthohantavirus,710,GenBank,partial,S,1,Germany: Sennickerode,Germany,,Myodes glareolus,,
GU140096,Hantavirus KY,"Zhang,Y., Zhang,H., Dong,X., Yuan,J., Yang,X., Zhou,P., Ge,X., Li,Y., Wang,L.F., Shi,Z., Wang,L.-F.","Wuhan Institute of Virology, Chinese Academy of Sciences",China,2010-06-09T00:00:00Z,,Hantavirus KY,Orthohantavirus,6533,GenBank,complete,L; large,1,China,China,,Rattus norvegicus,,2003
GU140097,Hantavirus KY,"Zhang,Y., Zhang,H., Dong,X., Yuan,J., Yang,X., Zhou,P., Ge,X., Li,Y., Wang,L.F., Shi,Z., Wang,L.-F.","Wuhan Institute of Virology, Chinese Academy of Sciences",China,2010-06-09T00:00:00Z,,Hantavirus KY,Orthohantavirus,3615,GenBank,partial,M; medium,1,China,China,,Rattus norvegicus,,2003
GU140098,Hantavirus KY,"Zhang,Y., Zhang,H., Dong,X., Yuan,J., Yang,X., Zhou,P., Ge,X., Li,Y., Wang,L.F., Shi,Z., Wang,L.-F.","Wuhan Institute of Virology, Chinese Academy of Sciences",China,2010-06-09T00:00:00Z,,Hantavirus KY,Orthohantavirus,1699,GenBank,partial,S; small,1,China,China,,Rattus norvegicus,,2003
FJ790772,Camp Ripley virus,"Kang,H.J., Bennett,S.N., Sumibcay,L., Arai,S., Hope,A.G., Mocz,G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","University of Hawai'i, John A. Burns School of Medicine",USA,2010-06-08T00:00:00Z,,Camp Ripley virus,Orthohantavirus,330,GenBank,partial,S,1,USA,USA,,Blarina brevicauda,lung,1998-08
GQ306148,Kenkeme virus,"Kang,H.J., Arai,S., Hope,A.G., Cook,J.A., Yanagihara,R., Ohdachi,S.D.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-22T00:00:00Z,MSB148794,Kenkeme orthohantavirus,Orthohantavirus,1640,GenBank,partial,S,1,Russia,Russia,,Sorex roboratus,lung,2006-08
GQ306149,Kenkeme virus,"Kang,H.J., Arai,S., Hope,A.G., Cook,J.A., Yanagihara,R., Ohdachi,S.D.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-22T00:00:00Z,MSB148794,Kenkeme orthohantavirus,Orthohantavirus,1002,GenBank,partial,M,1,Russia,Russia,,Sorex roboratus,lung,2006-08
GQ306150,Kenkeme virus,"Kang,H.J., Arai,S., Hope,A.G., Cook,J.A., Yanagihara,R., Ohdachi,S.D.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-22T00:00:00Z,MSB148794,Kenkeme orthohantavirus,Orthohantavirus,4295,GenBank,partial,L,1,Russia,Russia,,Sorex roboratus,lung,2006-08
GQ267804,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Novosib-Sa374,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,Russia: near Novosibirsk City,Russia,,Sorex araneus,lung,2008
GQ267805,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Irkutsk-Sd456,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,Russia: near Irkutsk City,Russia,,Sorex daphaenodon,lung,2007
GQ267806,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Irkutsk-Sd475,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,Russia: near Irkutsk City,Russia,,Sorex daphaenodon,lung,2007
GQ267807,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Irkutsk-St489,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,Russia: near Irkutsk City,Russia,,Sorex tundrensis,lung,2007
GQ267808,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Karasuk-St2,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,"Russia: near Karasuk Village, Novosibirsk Region",Russia,,Sorex tundrensis,lung,2007
GQ267809,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Karasuk-Sa56,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,"Russia: near Karasuk Village, Novosibirsk Region",Russia,,Sorex araneus,lung,2008
GQ267810,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Parnaya-Sa1220,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,"Russia: near Parnaya Village, Krasnoyarsk Region",Russia,,Sorex araneus,lung,2008
GQ267811,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Krasn-Sa5,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,"Russia: East Sayan, Krasnoyarsk Region",Russia,,Sorex araneus,lung,2008
GQ267812,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Kemerovo-Sa65,Seewis orhtohantavirus,Orthohantavirus,346,GenBank,partial,L,1,"Russia: near Krapivino Village, Kemerovo Region",Russia,,Sorex araneus,lung,2008
GQ284572,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Irkutsk-Sd456,Seewis orhtohantavirus,Orthohantavirus,837,GenBank,partial,S,1,Russia: near Irkutsk City,Russia,,Sorex daphaenodon,lung,2007
GQ284573,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Irkutsk-Sd475,Seewis orhtohantavirus,Orthohantavirus,738,GenBank,partial,S,1,Russia: near Irkutsk City,Russia,,Sorex daphaenodon,lung,2007
GQ284574,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Irkutsk-St489,Seewis orhtohantavirus,Orthohantavirus,837,GenBank,partial,S,1,Russia: near Irkutsk City,Russia,,Sorex tundrensis,lung,2007
GQ284575,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Telet-Sa321,Seewis orhtohantavirus,Orthohantavirus,816,GenBank,partial,S,1,"Russia: near Teletskoye Lake, Altai Region",Russia,,Sorex araneus,lung,2007
GQ284576,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Telet-Sa500,Seewis orhtohantavirus,Orthohantavirus,810,GenBank,partial,S,1,"Russia: near Teletskoye Lake, Altai Region",Russia,,Sorex araneus,lung,2007
GQ284577,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Telet-Sa301,Seewis orhtohantavirus,Orthohantavirus,826,GenBank,partial,S,1,"Russia: near Teletskoye Lake, Altai Region",Russia,,Sorex araneus,lung,2007
GQ284578,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Telet-Sa300,Seewis orhtohantavirus,Orthohantavirus,837,GenBank,partial,S,1,"Russia: near Teletskoye Lake, Altai Region",Russia,,Sorex araneus,lung,2007
GQ284579,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Telet-Sa313,Seewis orhtohantavirus,Orthohantavirus,837,GenBank,partial,S,1,"Russia: near Teletskoye Lake, Altai Region",Russia,,Sorex araneus,lung,2007
GQ284580,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Parnaya-Sa1220,Seewis orhtohantavirus,Orthohantavirus,837,GenBank,partial,S,1,"Russia: near Parnaya Village, Krasnoyarsk Region",Russia,,Sorex araneus,lung,2008
GQ284581,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Novosib-Sa374,Seewis orhtohantavirus,Orthohantavirus,825,GenBank,partial,S,1,Russia: near Novosibirsk City,Russia,,Sorex araneus,lung,2008
GQ284582,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Kemerovo-Sa65,Seewis orhtohantavirus,Orthohantavirus,780,GenBank,partial,S,1,Russia: Kemerovo Region,Russia,,Sorex araneus,lung,2008
GQ284583,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Krasn-Sa6,Seewis orhtohantavirus,Orthohantavirus,837,GenBank,partial,S,1,"Russia: East Sayan, Krasnoyarsk Region",Russia,,Sorex araneus,lung,2008
GQ284584,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Krasn-Sa5,Seewis orhtohantavirus,Orthohantavirus,837,GenBank,partial,S,1,"Russia: East Sayan, Krasnoyarsk Region",Russia,,Sorex araneus,lung,2008
GQ284585,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Karasuk-St2,Seewis orhtohantavirus,Orthohantavirus,832,GenBank,partial,S,1,"Russia: near Karasuk Village, Novosibirsk Region",Russia,,Sorex tundrensis,lung,2007
GQ284586,Seewis virus,"Yashina,L.N., Abramov,S.A., Gutorov,V.V., Dupal,T.A., Krivopalov,A.V., Panov,V.V., Danchinova,G.A., Vinogradov,V.V., Luchnikova,E.M., Hay,J., Kang,H.J., Yanagihara,R., Yashin,A.V.","State Research Center Vector, Biochemistry of Viruses",Russia,2010-05-17T00:00:00Z,Karasuk-Sa56,Seewis orhtohantavirus,Orthohantavirus,826,GenBank,partial,S,1,"Russia: near Karasuk Village, Novosibirsk Region",Russia,,Sorex araneus,lung,2008
EU867771,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,743,GenBank,partial,M,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-01-29
EU910960,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,743,GenBank,partial,M,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-01-29
EU910961,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,743,GenBank,partial,M,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-02-04
EU910962,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,743,GenBank,partial,M,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-02-05
EU939919,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,545,GenBank,partial,S,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-01-29
EU939920,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,545,GenBank,partial,S,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-01-29
EU939921,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,545,GenBank,partial,S,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-02-04
EU939922,Orthohantavirus delgaditoense,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Orthohantavirus delgaditoense,Orthohantavirus,545,GenBank,partial,S,1,Venezuela,Venezuela,,Sigmodon alstoni,,1997-02-05
FJ008979,Maporal virus,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Maporal orthohantavirus,Orthohantavirus,566,GenBank,complete,S,1,Venezuela,Venezuela,,Oligoryzomys fulvescens,,1997-02-04
FJ008980,Maporal virus,"Milazzo,M.L., Duno,G., Utrera,A., Richter,M.H., Duno,F., de Manzione,N., Fulhorst,C.F.","University of Texas Medical Branch, Pathology",USA,2010-05-12T00:00:00Z,,Maporal orthohantavirus,Orthohantavirus,756,GenBank,complete,M,1,Venezuela,Venezuela,,Oligoryzomys fulvescens,,1997-02-04
GQ293097,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,MSB95462,Seewis orhtohantavirus,Orthohantavirus,438,GenBank,partial,L,1,Hungary,Hungary,,Sorex araneus,"liver, abdominal cavity",1997-07
GQ293098,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,MSB95461,Seewis orhtohantavirus,Orthohantavirus,434,GenBank,partial,L,1,Hungary,Hungary,,Sorex araneus,"liver, abdominal cavity",1997-07
GQ293099,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,DGR18893,Seewis orhtohantavirus,Orthohantavirus,415,GenBank,partial,L,1,Finland,Finland,,Sorex araneus,"liver, abdominal cavity",1982-08
GQ293100,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,DGR18283,Seewis orhtohantavirus,Orthohantavirus,424,GenBank,partial,L,1,Finland,Finland,,Sorex araneus,"liver, abdominal cavity",1982-08
GQ293101,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,DGR18228,Seewis orhtohantavirus,Orthohantavirus,418,GenBank,partial,L,1,Finland,Finland,,Sorex araneus,"liver, abdominal cavity",1982-08
GQ293102,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,DGR18226,Seewis orhtohantavirus,Orthohantavirus,781,GenBank,partial,L,1,Finland,Finland,,Sorex araneus,"liver, abdominal cavity",1982-08
GQ293103,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,DGR18207,Seewis orhtohantavirus,Orthohantavirus,409,GenBank,partial,L,1,Finland,Finland,,Sorex araneus,"liver, abdominal cavity",1982-08
GQ293106,Seewis virus,"Kang,H.J., Arai,S., Hope,A.G., Song,J.W., Cook,J.A., Yanagihara,R., Song,J.-W.","John A. Burns School of Medicine, University of Hawaii at Manoa, Tropical Medicine and Medical Microbiology and Pediatrics",USA,2010-05-01T00:00:00Z,MSB95468,Seewis orhtohantavirus,Orthohantavirus,409,GenBank,partial,L,1,Hungary,Hungary,,Sorex araneus,"liver, abdominal cavity",1997-07
