Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Sequence_Type,Nuc_Completeness,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
KM882879,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_461,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882880,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_463,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882881,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_464,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882882,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_466,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882883,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_467,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882884,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_474,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882885,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_480,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882886,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_491,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882887,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_492,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882888,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_494,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882889,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_495,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882890,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_496,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882891,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_515,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM882892,Mammarenavirus choriomeningitidis,"N'Dilimabaka,N., Berthet,N., Rougeron,V., Mangombi,J.B., Durand,P., Bouchier,C., Renaud,F., Schneider,B.S., Fair,J., Leroy,E.M.","Centre International de Recherches Medicales de Franceville, Zoonoses et Maladies Emergentes",Gabon,2014-11-15T00:00:00Z,Libreville_521,Mammarenavirus choriomeningitidis,Mammarenavirus,368,GenBank,partial,,,Gabon: Libreville,Gabon,,Mus musculus domesticus,,
KM822110,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7271,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2010
KM822111,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3392,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2010
KM822112,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7228,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2010
KM822113,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3391,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2010
KM822114,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7275,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2009
KM822115,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3395,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2009
KM822116,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7213,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822117,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3386,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822118,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3394,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822119,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7195,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822120,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3398,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822121,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7226,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822122,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3391,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822123,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7233,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822124,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3404,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822125,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7122,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822126,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3376,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2012
KM822127,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7272,GenBank,partial,L,,Nigeria,Nigeria,,,,1969
KM822128,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3428,GenBank,partial,S,,Nigeria,Nigeria,,,,1969
KM822129,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7286,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2011
KM822130,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3397,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2011
KM822131,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,7282,GenBank,partial,L,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2011
KM822132,Mammarenavirus lassaense,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",Broad Institute,USA,2014-10-14T00:00:00Z,,Mammarenavirus lassaense,Mammarenavirus,3395,GenBank,partial,S,,Sierra Leone,Sierra Leone,,Mastomys natalensis,,2011
KM198592,Mammarenavirus machupoense,"Patterson,M., Seregin,A., Huang,C., Kolokoltsova,O., Smith,J., Miller,M., Yun,N., Poussard,A., Grant,A., Tigabu,B., Walker,A., Paessler,S., Koma,T.","University of Texas Medical Branch, Experimental Pathology",USA,2014-07-27T00:00:00Z,,Mammarenavirus machupoense,Mammarenavirus,3439,GenBank,complete,S,2,"USA: University of Texas Medical Branch, Galveston, TX",USA,TX,,,2012-07-09
KM198593,Mammarenavirus machupoense,"Patterson,M., Seregin,A., Huang,C., Kolokoltsova,O., Smith,J., Miller,M., Yun,N., Poussard,A., Grant,A., Tigabu,B., Walker,A., Paessler,S.","University of Texas Medical Branch, Experimental Pathology",USA,2014-07-27T00:00:00Z,,Mammarenavirus machupoense,Mammarenavirus,7123,GenBank,complete,L,1,"USA: University of Texas Medical Branch, Galveston, TX",USA,TX,,,2012-07-09
HW505995,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1717,GenBank,partial,,,,,,,,
HW505996,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1717,GenBank,partial,,,,,,,,
HW505997,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1722,GenBank,partial,,,,,,,,
HW505998,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1755,GenBank,partial,,,,,,,,
HW505999,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1756,GenBank,partial,,,,,,,,
HW506000,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1756,GenBank,partial,,,,,,,,
HW506001,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1548,GenBank,partial,,,,,,,,
HW506002,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1738,GenBank,partial,,,,,,,,
HW506003,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1761,GenBank,partial,,,,,,,,
HW506004,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1761,GenBank,partial,,,,,,,,
HW506005,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1774,GenBank,partial,,,,,,,,
HW506006,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1615,GenBank,partial,,,,,,,,
HW506007,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1661,GenBank,partial,,,,,,,,
HW506008,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1661,GenBank,partial,,,,,,,,
HW506009,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1641,GenBank,partial,,,,,,,,
HW506010,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1641,GenBank,partial,,,,,,,,
HW506011,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1661,GenBank,partial,,,,,,,,
HW506012,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1584,GenBank,partial,,,,,,,,
HW506013,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1643,GenBank,partial,,,,,,,,
HW506014,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1665,GenBank,partial,,,,,,,,
HW506015,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1665,GenBank,partial,,,,,,,,
HW506016,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1557,GenBank,partial,,,,,,,,
HW506017,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,1675,GenBank,partial,,,,,,,,
HW506018,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,361,GenBank,partial,,,,,,,,
HW506019,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,362,GenBank,partial,,,,,,,,
HW506020,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,361,GenBank,partial,,,,,,,,
HW506021,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,362,GenBank,partial,,,,,,,,
HW506022,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,361,GenBank,partial,,,,,,,,
HW506023,Lymphocytic choriomeningitis mammarenavirus,"Pastorekova,S., Pastorek,J., Kopacek,J., Tomaskova,J.",,,2014-06-21T00:00:00Z,,Lymphocytic choriomeningitis mammarenavirus,Mammarenavirus,348,GenBank,partial,,,,,,,,
