pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,locality,country,coordinate_resolution,decimalLatitude,decimalLongitude,taxonRank,family,scientificName,identificationRemarks,occurrenceRemarks,number_negative,organismQuantity,number_inconclusive,note
21536,14453,56,Otomys,Otomys sp.,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21537,14454,56,Pelomys,Pelomys fallax,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21538,14455,56,Rattus,Rattus rattus,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21539,14456,56,Rhabdomys,Rhabdomys dilectus,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21540,14457,56,Saccostomus,Saccostomus campestris,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21541,14458,56,Saccostomus,Saccostomus umbriventer,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21542,14459,56,Serengetimys,Serengetimys pernanus,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21543,14460,56,Steatomys,Steatomys sp.,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21544,14461,56,Zelotomys,Zelotomys hildegardeae,Maguha,Tanzania,NA,-6.29,37.19,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21545,14462,56,Acomys,Acomys percivali,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21546,14463,56,Acomys,Acomys muzei,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21547,14464,56,Acomys,Acomys ngurui,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21548,14465,56,Acomys,Acomys wilsoni,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,4,4,0,NA,NA
21549,14466,56,Acomys,Acomys sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21550,14467,56,Aethomys,Aethomys chrysophilus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,6,6,0,NA,NA
21551,14468,56,Aethomys,Aethomys kaiseri,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21552,14469,56,Aethomys,Aethomys silindensis,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21553,14470,56,Aethomys,Aethomys sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21554,14471,56,Arvincanthis,Arvincanthis neumanni,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,3,3,0,NA,NA
21555,14472,56,Beamys,Beamys hindei,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21556,14473,56,Crocidura,Crocidura bloyeti,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21557,14474,56,Crocidura,Crocidura hirta,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21558,14475,56,Crocidura,Crocidura montis,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21559,14476,56,Crocidura,Crocidura olivieri,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21560,14477,56,Crocidura,Crocidura turba,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21561,14478,56,Crocidura,Crocidura sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21562,14479,56,Dasymys,Dasymys incomtus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21563,14480,56,Dendromus,Dendromus nyasae,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21564,14481,56,Gerbilliscus,Gerbilliscus boehmi,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21565,14482,56,Gerbilliscus,Gerbilliscus taborae,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21566,14483,56,Gerbilliscus,Gerbilliscus leucogaster,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21567,14484,56,Gerbilliscus,Gerbilliscus taborae,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21568,14485,56,Gerbilliscus,Gerbilliscus vicinus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21569,14486,56,Gerbilliscus,Gerbilliscus sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21570,14487,56,Gerbillus,Gerbillus pusillus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21571,14488,56,Grammomys,Grammomys macmillani,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
21572,14489,56,Grammomys,Grammomys surdaster,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21573,14490,56,Grammomys,Grammomys sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21574,14491,56,Graphiurus,Graphiurus sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21575,14492,56,Heliophobius,Heliophobius argenteocinereus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21576,14493,56,Hylomyscus,Hylomyscus arcimontensis,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21577,14494,56,Lemniscomys,Lemniscomys rosalia,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21578,14495,56,Lemniscomys,Lemniscomys striatus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21579,14496,56,Lemniscomys,Lemniscomys zebra,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21580,14497,56,Lemniscomys,Lemniscomys sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21581,14498,56,Lophuromys,Lophuromys kilonzoi,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21582,14499,56,Lophuromys,Lophuromys machangui,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21583,14500,56,Lophuromys,Lophuromys makundii,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21584,14501,56,Mastomys,Mastomys erythroleucus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21585,14502,56,Montemys,Montemys delectorum,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21586,14503,56,Mus,Mus minutoides,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21587,14504,56,Mus,Mus musculus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21588,14505,56,Mus,Mus triton,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21589,14506,56,Ochromyscus,Ochromyscus niveiventris,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21590,14507,56,Otomys,Otomys angoniensis,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21591,14508,56,Otomys,Otomys sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21592,14509,56,Pelomys,Pelomys fallax,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21593,14510,56,Rattus,Rattus rattus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21594,14511,56,Rhabdomys,Rhabdomys dilectus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21595,14512,56,Saccostomus,Saccostomus campestris,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21596,14513,56,Saccostomus,Saccostomus umbriventer,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21597,14514,56,Serengetimys,Serengetimys pernanus,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21598,14515,56,Steatomys,Steatomys sp.,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21599,14516,56,Zelotomys,Zelotomys hildegardeae,Mahenge,Tanzania,NA,-7.64,36.26,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21600,14517,56,Acomys,Acomys percivali,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21601,14518,56,Acomys,Acomys muzei,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21602,14519,56,Acomys,Acomys ngurui,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21603,14520,56,Acomys,Acomys wilsoni,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21604,14521,56,Acomys,Acomys sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21605,14522,56,Aethomys,Aethomys chrysophilus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21606,14523,56,Aethomys,Aethomys kaiseri,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21607,14524,56,Aethomys,Aethomys silindensis,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21608,14525,56,Aethomys,Aethomys sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21609,14526,56,Arvincanthis,Arvincanthis neumanni,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21610,14527,56,Beamys,Beamys hindei,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21611,14528,56,Crocidura,Crocidura bloyeti,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21612,14529,56,Crocidura,Crocidura hirta,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21613,14530,56,Crocidura,Crocidura montis,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21614,14531,56,Crocidura,Crocidura olivieri,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21615,14532,56,Crocidura,Crocidura turba,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21616,14533,56,Crocidura,Crocidura sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21617,14534,56,Dasymys,Dasymys incomtus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21618,14535,56,Dendromus,Dendromus nyasae,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
21619,14536,56,Gerbilliscus,Gerbilliscus boehmi,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21620,14537,56,Gerbilliscus,Gerbilliscus taborae,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21621,14538,56,Gerbilliscus,Gerbilliscus leucogaster,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21622,14539,56,Gerbilliscus,Gerbilliscus taborae,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21623,14540,56,Gerbilliscus,Gerbilliscus vicinus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21624,14541,56,Gerbilliscus,Gerbilliscus sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21625,14542,56,Gerbillus,Gerbillus pusillus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21626,14543,56,Grammomys,Grammomys macmillani,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21627,14544,56,Grammomys,Grammomys surdaster,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21628,14545,56,Grammomys,Grammomys sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21629,14546,56,Graphiurus,Graphiurus sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21630,14547,56,Heliophobius,Heliophobius argenteocinereus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21631,14548,56,Hylomyscus,Hylomyscus arcimontensis,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21632,14549,56,Lemniscomys,Lemniscomys rosalia,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21633,14550,56,Lemniscomys,Lemniscomys striatus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21634,14551,56,Lemniscomys,Lemniscomys zebra,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21635,14552,56,Lemniscomys,Lemniscomys sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21636,14553,56,Lophuromys,Lophuromys kilonzoi,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21637,14554,56,Lophuromys,Lophuromys machangui,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,3,3,0,NA,NA
21638,14555,56,Lophuromys,Lophuromys makundii,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21639,14556,56,Mastomys,Mastomys erythroleucus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21640,14557,56,Montemys,Montemys delectorum,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
21641,14558,56,Mus,Mus minutoides,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21642,14559,56,Mus,Mus musculus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21643,14560,56,Mus,Mus triton,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,7,7,0,NA,NA
21644,14561,56,Ochromyscus,Ochromyscus niveiventris,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21645,14562,56,Otomys,Otomys angoniensis,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21646,14563,56,Otomys,Otomys sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21647,14564,56,Pelomys,Pelomys fallax,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21648,14565,56,Rattus,Rattus rattus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21649,14566,56,Rhabdomys,Rhabdomys dilectus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,1,1,0,NA,NA
21650,14567,56,Saccostomus,Saccostomus campestris,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21651,14568,56,Saccostomus,Saccostomus umbriventer,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21652,14569,56,Serengetimys,Serengetimys pernanus,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21653,14570,56,Steatomys,Steatomys sp.,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21654,14571,56,Zelotomys,Zelotomys hildegardeae,Malembuli,Tanzania,NA,-9.28,34.28,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21655,14572,56,Acomys,Acomys percivali,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21656,14573,56,Acomys,Acomys muzei,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21657,14574,56,Acomys,Acomys ngurui,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21658,14575,56,Acomys,Acomys wilsoni,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21659,14576,56,Acomys,Acomys sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21660,14577,56,Aethomys,Aethomys chrysophilus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,2,2,0,NA,NA
21661,14578,56,Aethomys,Aethomys kaiseri,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21662,14579,56,Aethomys,Aethomys silindensis,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21663,14580,56,Aethomys,Aethomys sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21664,14581,56,Arvincanthis,Arvincanthis neumanni,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21665,14582,56,Beamys,Beamys hindei,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21666,14583,56,Crocidura,Crocidura bloyeti,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21667,14584,56,Crocidura,Crocidura hirta,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21668,14585,56,Crocidura,Crocidura montis,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21669,14586,56,Crocidura,Crocidura olivieri,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21670,14587,56,Crocidura,Crocidura turba,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21671,14588,56,Crocidura,Crocidura sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21672,14589,56,Dasymys,Dasymys incomtus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21673,14590,56,Dendromus,Dendromus nyasae,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21674,14591,56,Gerbilliscus,Gerbilliscus boehmi,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21675,14592,56,Gerbilliscus,Gerbilliscus taborae,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21676,14593,56,Gerbilliscus,Gerbilliscus leucogaster,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21677,14594,56,Gerbilliscus,Gerbilliscus taborae,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21678,14595,56,Gerbilliscus,Gerbilliscus vicinus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21679,14596,56,Gerbilliscus,Gerbilliscus sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21680,14597,56,Gerbillus,Gerbillus pusillus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21681,14598,56,Grammomys,Grammomys macmillani,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21682,14599,56,Grammomys,Grammomys surdaster,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21683,14600,56,Grammomys,Grammomys sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21684,14601,56,Graphiurus,Graphiurus sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21685,14602,56,Heliophobius,Heliophobius argenteocinereus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21686,14603,56,Hylomyscus,Hylomyscus arcimontensis,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21687,14604,56,Lemniscomys,Lemniscomys rosalia,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21688,14605,56,Lemniscomys,Lemniscomys striatus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21689,14606,56,Lemniscomys,Lemniscomys zebra,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21690,14607,56,Lemniscomys,Lemniscomys sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21691,14608,56,Lophuromys,Lophuromys kilonzoi,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21692,14609,56,Lophuromys,Lophuromys machangui,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21693,14610,56,Lophuromys,Lophuromys makundii,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21694,14611,56,Mastomys,Mastomys erythroleucus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21695,14612,56,Montemys,Montemys delectorum,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21696,14613,56,Mus,Mus minutoides,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21697,14614,56,Mus,Mus musculus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21698,14615,56,Mus,Mus triton,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21699,14616,56,Ochromyscus,Ochromyscus niveiventris,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21700,14617,56,Otomys,Otomys angoniensis,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21701,14618,56,Otomys,Otomys sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21702,14619,56,Pelomys,Pelomys fallax,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21703,14620,56,Rattus,Rattus rattus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21704,14621,56,Rhabdomys,Rhabdomys dilectus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21705,14622,56,Saccostomus,Saccostomus campestris,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21706,14623,56,Saccostomus,Saccostomus umbriventer,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21707,14624,56,Serengetimys,Serengetimys pernanus,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21708,14625,56,Steatomys,Steatomys sp.,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21709,14626,56,Zelotomys,Zelotomys hildegardeae,Manga,Tanzania,NA,-7.13,31.15,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21710,14627,56,Acomys,Acomys percivali,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21711,14628,56,Acomys,Acomys muzei,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21712,14629,56,Acomys,Acomys ngurui,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21713,14630,56,Acomys,Acomys wilsoni,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21714,14631,56,Acomys,Acomys sp.,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
21715,14632,56,Aethomys,Aethomys chrysophilus,Mara River,Tanzania,NA,-1.54,33.97,family,Arenaviridae,NA,PCR,0,0,0,NA,NA
